file_name,BIN,TIME,SHOULDER_DIST,EYE_DIST,SPEED,FWD,SOUND,DISTANCE,Lead vehicle brake onset,Ego vehicle brake onset,Reaction Time,ADAS,ADAS_S,ADAS_E,ID
AAQBL05557,-8,0,0.002005,0.016948,46,0,radio,29.63,-5.5,-3.9,1.6,0,nan,nan,"if you need this data, author can give as pseudonymized data"
AAQBL05557,-7.5,0.5,0.00132,0.016625,46,-0.03,radio,29.84,-5.5,-3.9,1.6,0,nan,nan,
AAQBL05557,-7,1,0.001494,0.015037,45,-0.03,radio,29.78,-5.5,-3.9,1.6,0,nan,nan,
AAQBL05557,-6.5,1.5,0.001352,0.016705,45,0.01,radio,31.28,-5.5,-3.9,1.6,0,nan,nan,
AAQBL05557,-6,2,0.00115,0.01612,45,0.04,radio,31.36,-5.5,-3.9,1.6,0,nan,nan,
AAQBL05557,-5.5,2.5,0.000726,0.015965,45,0.04,radio,31.4,-5.5,-3.9,1.6,0,nan,nan,
AAQBL05557,-5,3,0.001088,0.018229,45,0.02,radio,30.81,-5.5,-3.9,1.6,0,nan,nan,
AAQBL05557,-4.5,3.5,0.002704,0.018567,45,0.02,radio,30.65,-5.5,-3.9,1.6,0,nan,nan,
AAQBL05557,-4,4,0.002447,0.015095,45,-0.02,radio,30.43,-5.5,-3.9,1.6,0,nan,nan,
AAQBL05557,-3.5,4.5,0.002574,0.011078,44,-0.1,radio,31.9,-5.5,-3.9,1.6,0,nan,nan,
AAQBL05557,-3,5,0.003061,0.009385,42,-0.1,radio,31.92,-5.5,-3.9,1.6,0,nan,nan,
AAQBL05557,-2.5,5.5,0.004008,0.006567,42,-0.08,radio,31.96,-5.5,-3.9,1.6,0,nan,nan,
AAQBL05557,-2,6,0.002845,0.00682,41,-0.06,radio,34.3,-5.5,-3.9,1.6,0,nan,nan,
AAQBL05557,-1.5,6.5,0.002857,0.010531,40,-0.02,radio,34.41,-5.5,-3.9,1.6,0,nan,nan,
AAQBL05557,-1,7,0.002267,0.007798,39,-0.13,radio,34.29,-5.5,-3.9,1.6,0,nan,nan,
AAQBL05557,-0.5,7.5,0.003049,0.006107,37,-0.27,radio,32.01,-5.5,-3.9,1.6,0,nan,nan,
AAQBL05557,0,8,0.000696,0.003263,32,-0.41,radio,29.73,-5.5,-3.9,1.6,0,nan,nan,
AAQBL05557,0.5,8.5,0.002075,0.002322,28,-0.42,radio,29.28,-5.5,-3.9,1.6,0,nan,nan,
AAQBL05557,1,9,0.001303,0.000426,25,-0.32,radio,26.64,-5.5,-3.9,1.6,0,nan,nan,
AAQBL05557,1.5,9.5,0.000632,0.00131,21,-0.28,radio,26.15,-5.5,-3.9,1.6,0,nan,nan,
AAQBL05557,2,10,0.001097,0.003934,18,-0.2,radio,25.78,-5.5,-3.9,1.6,0,nan,nan,
AAQBL05557,2.5,10.5,0.001555,0.006198,16,-0.16,radio,24.72,-5.5,-3.9,1.6,0,nan,nan,
AAQBL05557,3,11,0.001643,0.013077,15,-0.09,radio,27.62,-5.5,-3.9,1.6,0,nan,nan,
AAQBL05557,3.5,11.5,0.001465,0.020212,15,0,radio,24.74,-5.5,-3.9,1.6,0,nan,nan,
AAQCP73520,-8,0,0.009346,0.011955,56,0.04,radio,34.99,-6,-5.1,0.9,0,nan,nan,
AAQCP73520,-7.5,0.5,0.010625,0.013203,56,0.03,radio,35.12,-6,-5.1,0.9,0,nan,nan,
AAQCP73520,-7,1,0.010916,0.014757,56,-0.04,radio,33.48,-6,-5.1,0.9,0,nan,nan,
AAQCP73520,-6.5,1.5,0.010691,0.016386,55,-0.08,radio,32.96,-6,-5.1,0.9,0,nan,nan,
AAQCP73520,-6,2,0.010332,0.018016,54,-0.11,radio,32.45,-6,-5.1,0.9,0,nan,nan,
AAQCP73520,-5.5,2.5,0.010857,0.016247,52,-0.11,radio,31.1,-6,-5.1,0.9,0,nan,nan,
AAQCP73520,-5,3,0.00931,0.014006,50,-0.11,radio,29.79,-6,-5.1,0.9,0,nan,nan,
AAQCP73520,-4.5,3.5,0.008782,0.013274,48,-0.06,radio,28.37,-6,-5.1,0.9,0,nan,nan,
AAQCP73520,-4,4,0.008047,0.02699,47,-0.12,radio,27.82,-6,-5.1,0.9,0,nan,nan,
AAQCP73520,-3.5,4.5,0.007025,0.012989,45,-0.11,radio,27.01,-6,-5.1,0.9,0,nan,nan,
AAQCP73520,-3,5,0.007862,0.011037,44,-0.1,radio,26.95,-6,-5.1,0.9,0,nan,nan,
AAQCP73520,-2.5,5.5,0.008723,0.016116,42,-0.05,radio,26.67,-6,-5.1,0.9,0,nan,nan,
AAQCP73520,-2,6,0.007137,0.020437,41,-0.03,radio,25.39,-6,-5.1,0.9,0,nan,nan,
AAQCP73520,-1.5,6.5,0.005214,0.015439,41,-0.1,radio,24.9,-6,-5.1,0.9,0,nan,nan,
AAQCP73520,-1,7,0.006133,0.013406,39,-0.19,radio,24.21,-6,-5.1,0.9,0,nan,nan,
AAQCP73520,-0.5,7.5,0.006703,0.010041,36,-0.19,radio,23.8,-6,-5.1,0.9,0,nan,nan,
AAQCP73520,0,8,0.006438,0.010704,34,-0.17,radio,23.09,-6,-5.1,0.9,0,nan,nan,
AAQCP73520,0.5,8.5,0.001538,0.001845,31,-0.49,radio,21.35,-6,-5.1,0.9,0,nan,nan,
AAQCP73520,1,9,0.003107,0.00905,25,-0.42,radio,20.91,-6,-5.1,0.9,0,nan,nan,
AAQCP73520,1.5,9.5,0.00258,0.003627,20,-0.3,radio,20.28,-6,-5.1,0.9,0,nan,nan,
AAQCP73520,2,10,0.00324,0.025579,17,-0.23,radio,17.05,-6,-5.1,0.9,0,nan,nan,
AAQCP73520,2.5,10.5,0.00129,0.047772,14,-0.14,radio,16.82,-6,-5.1,0.9,0,nan,nan,
AAQCP73520,3,11,0.001961,0.009031,12,-0.2,radio,16.49,-6,-5.1,0.9,0,nan,nan,
AAQCP73520,3.5,11.5,0.008635,0.012595,12,-0.07,radio,14.63,-6,-5.1,0.9,0,nan,nan,
AAQEY87462,-10,0,0.0102,0.011826,50,0,radio,33.42,-1.8,0,1.8,0,nan,nan,
AAQEY87462,-9.5,0.5,0.011107,0.019801,50,-0.01,radio,33.13,-1.8,0,1.8,0,nan,nan,
AAQEY87462,-9,1,0.010202,0.016993,49,-0.01,radio,33.71,-1.8,0,1.8,0,nan,nan,
AAQEY87462,-8.5,1.5,0.009973,0.019884,49,-0.01,radio,33.99,-1.8,0,1.8,0,nan,nan,
AAQEY87462,-8,2,0.008344,0.019637,48,-0.01,radio,34.98,-1.8,0,1.8,0,nan,nan,
AAQEY87462,-7.5,2.5,0.009855,0.017181,48,-0.01,radio,34.81,-1.8,0,1.8,0,nan,nan,
AAQEY87462,-7,3,0.021653,0.013074,48,-0.02,radio,35.7,-1.8,0,1.8,0,nan,nan,
AAQEY87462,-6.5,3.5,0.019867,0.011667,47,-0.02,radio,35.62,-1.8,0,1.8,0,nan,nan,
AAQEY87462,-6,4,0.01763,0.011897,47,-0.04,radio,35.73,-1.8,0,1.8,0,nan,nan,
AAQEY87462,-5.5,4.5,0.007584,0.011144,46,-0.04,radio,35.71,-1.8,0,1.8,0,nan,nan,
AAQEY87462,-5,5,0.008245,0.012874,45,-0.02,radio,35.3,-1.8,0,1.8,0,nan,nan,
AAQEY87462,-4.5,5.5,0.007761,0.016501,45,-0.01,radio,35.34,-1.8,0,1.8,0,nan,nan,
AAQEY87462,-4,6,0.008374,0.014849,44,-0.01,radio,34.64,-1.8,0,1.8,0,nan,nan,
AAQEY87462,-3.5,6.5,0.008668,0.01474,44,-0.02,radio,34.44,-1.8,0,1.8,0,nan,nan,
AAQEY87462,-3,7,0.009556,0.012991,44,-0.01,radio,34.34,-1.8,0,1.8,0,nan,nan,
AAQEY87462,-2.5,7.5,0.009935,0.014558,43,0.02,radio,32.08,-1.8,0,1.8,0,nan,nan,
AAQEY87462,-2,8,0.010212,0.012231,43,-0.01,radio,31.93,-1.8,0,1.8,0,nan,nan,
AAQEY87462,-1.5,8.5,0.009855,0.013414,42,0.02,radio,32,-1.8,0,1.8,0,nan,nan,
AAQEY87462,-1,9,0.010976,0.023334,42,0.03,radio,32.29,-1.8,0,1.8,0,nan,nan,
AAQEY87462,-0.5,9.5,0.010011,0.023786,43,0.03,radio,32.06,-1.8,0,1.8,0,nan,nan,
AAQEY87462,0,10,0.004907,0.016285,42,-0.06,radio,29.05,-1.8,0,1.8,0,nan,nan,
AAQEY87462,0.5,10.5,0.004286,0.007444,41,-0.39,radio,28.49,-1.8,0,1.8,0,nan,nan,
AAQEY87462,1,11,0.003778,0.003833,36,-0.41,radio,27.51,-1.8,0,1.8,0,nan,nan,
AAQEY87462,1.5,11.5,0.002865,0.001378,31,-0.38,radio,26.23,-1.8,0,1.8,0,nan,nan,
AAQEY87462,2,12,0.001248,0.000688,27,-0.46,radio,24.54,-1.8,0,1.8,0,nan,nan,
AAQEY87462,2.5,12.5,0.001124,0.00129,21,-0.45,radio,23.31,-1.8,0,1.8,0,nan,nan,
AAQEY87462,3,13,0.00104,0.000888,16,-0.31,radio,20.59,-1.8,0,1.8,0,nan,nan,
AAQEY87462,3.5,13.5,0.003846,0.005927,13,-0.29,radio,15.29,-1.8,0,1.8,0,nan,nan,
AAQEY87462,4,14,0.006038,0.010179,10,-0.06,radio,14.64,-1.8,0,1.8,0,nan,nan,
AAQEY87462,4.5,14.5,0.007133,0.012096,9,-0.01,radio,14.33,-1.8,0,1.8,0,nan,nan,
AAQEY87462,5,15,0.008478,0.013294,9,0.01,radio,13.51,-1.8,0,1.8,0,nan,nan,
AAQEY87462,5.5,15.5,0.004861,0.010323,9,-0.02,radio,13.23,-1.8,0,1.8,0,nan,nan,
AAQEY87462,6,16,0.003095,0.016573,6,-0.08,radio,12.91,-1.8,0,1.8,0,nan,nan,
AAQEY87462,6.5,16.5,0.002162,0.008034,6,-0.13,radio,14.49,-1.8,0,1.8,0,nan,nan,
AAQEY87462,7,17,0.002713,0.007689,6,-0.16,radio,13.76,-1.8,0,1.8,0,nan,nan,
AAQEY87462,7.5,17.5,0.006266,0.026651,0,-0.16,radio,13.36,-1.8,0,1.8,0,nan,nan,
AAQEY87462,8,18,0.011068,0.024051,0,-0.07,radio,12.01,-1.8,0,1.8,0,nan,nan,
AAQEY87462,8.5,18.5,0.014017,0.022529,0,-0.01,radio,12.18,-1.8,0,1.8,0,nan,nan,
AAQEY87462,9,19,0.013518,0.025202,0,0,radio,11.67,-1.8,0,1.8,0,nan,nan,
AAQEY87462,9.5,19.5,0.013676,0.024628,0,0.02,radio,13.19,-1.8,0,1.8,0,nan,nan,
AAQFB42014,-8,0,0.010436,0.02403,39,0,radio,29.25,-1.5,-0.2,1.3,0,nan,nan,
AAQFB42014,-7.5,0.5,0.011708,0.013564,39,0.05,radio,29.31,-1.5,-0.2,1.3,0,nan,nan,
AAQFB42014,-7,1,0.013548,0.04721,40,0.04,radio,29.04,-1.5,-0.2,1.3,0,nan,nan,
AAQFB42014,-6.5,1.5,0.014994,0.051487,41,0.07,radio,29,-1.5,-0.2,1.3,0,nan,nan,
AAQFB42014,-6,2,0.014951,0.035888,41,0.06,radio,29.02,-1.5,-0.2,1.3,0,nan,nan,
AAQFB42014,-5.5,2.5,0.01228,0.018673,42,0.03,radio,29.95,-1.5,-0.2,1.3,0,nan,nan,
AAQFB42014,-5,3,0.012471,0.018707,42,0.01,radio,29.91,-1.5,-0.2,1.3,0,nan,nan,
AAQFB42014,-4.5,3.5,0.012925,0.013206,42,-0.02,radio,29.49,-1.5,-0.2,1.3,0,nan,nan,
AAQFB42014,-4,4,0.011863,0.019512,42,0.01,radio,29.76,-1.5,-0.2,1.3,0,nan,nan,
AAQFB42014,-3.5,4.5,0.010152,0.025245,41,-0.04,radio,29.32,-1.5,-0.2,1.3,0,nan,nan,
AAQFB42014,-3,5,0.013626,0.027191,41,-0.04,radio,28.97,-1.5,-0.2,1.3,0,nan,nan,
AAQFB42014,-2.5,5.5,0.013194,0.048323,40,-0.04,radio,26.56,-1.5,-0.2,1.3,0,nan,nan,
AAQFB42014,-2,6,0.011876,0.0456249,40,-0.03,radio,26.3,-1.5,-0.2,1.3,0,nan,nan,
AAQFB42014,-1.5,6.5,0.013724,0.062441,39,-0.03,radio,26.05,-1.5,-0.2,1.3,0,nan,nan,
AAQFB42014,-1,7,0.011968,0.028973,39,-0.03,radio,23.25,-1.5,-0.2,1.3,0,nan,nan,
AAQFB42014,-0.5,7.5,0.01013,0.014912,39,-0.02,radio,23.06,-1.5,-0.2,1.3,0,nan,nan,
AAQFB42014,0,8,0.004815,0.011273,38,-0.43,radio,22.85,-1.5,-0.2,1.3,0,nan,nan,
AAQFB42014,0.5,8.5,0.003347,0.010178,33,-0.43,radio,22.97,-1.5,-0.2,1.3,0,nan,nan,
AAQFB42014,1,9,0.001916,0.030529,29,-0.27,radio,23,-1.5,-0.2,1.3,0,nan,nan,
AAQFB42014,1.5,9.5,0.014194,0.037971,26,-0.18,radio,23.18,-1.5,-0.2,1.3,0,nan,nan,
AAQFB42014,2,10,0.010995,0.023184,24,-0.03,radio,24.47,-1.5,-0.2,1.3,0,nan,nan,
AAQFB42014,2.5,10.5,0.002587,0.007492,24,-0.02,radio,24.69,-1.5,-0.2,1.3,0,nan,nan,
AAQFB42014,3,11,0.005121,0.045851,24,-0.02,radio,24.81,-1.5,-0.2,1.3,0,nan,nan,
AAQFB42014,3.5,11.5,0.007251,0.049557,24,0.06,radio,24.95,-1.5,-0.2,1.3,0,nan,nan,
AAQFC00264,-10,0,0.103762,0.021157,65,0,music,47.54,-4,-3.6,0.4,0,nan,nan,
AAQFC00264,-9.5,0.5,0.102449,0.0192624,65,0.06,music,47.5,-4,-3.6,0.4,0,nan,nan,
AAQFC00264,-9,1,0.101731,0.0180922,65,-0.03,music,47.54,-4,-3.6,0.4,0,nan,nan,
AAQFC00264,-8.5,1.5,0.101907,0.0179766,64,-0.04,music,47.68,-4,-3.6,0.4,0,nan,nan,
AAQFC00264,-8,2,0.100539,0.0180685,64,-0.02,music,47.24,-4,-3.6,0.4,0,nan,nan,
AAQFC00264,-7.5,2.5,0.100727,0.0187046,64,-0.02,music,47.84,-4,-3.6,0.4,0,nan,nan,
AAQFC00264,-7,3,0.103771,0.0197206,63,-0.01,music,47.32,-4,-3.6,0.4,0,nan,nan,
AAQFC00264,-6.5,3.5,0.0102774,0.05375,63,0.02,music,47.37,-4,-3.6,0.4,0,nan,nan,
AAQFC00264,-6,4,0.0100869,0.0446444,62,0.03,music,46.02,-4,-3.6,0.4,0,nan,nan,
AAQFC00264,-5.5,4.5,0.0103714,0.09639,62,0.01,music,45.63,-4,-3.6,0.4,0,nan,nan,
AAQFC00264,-5,5,0.0102813,0.06113,62,0.01,music,44.9,-4,-3.6,0.4,0,nan,nan,
AAQFC00264,-4.5,5.5,0.0103112,0.002486,62,0.01,music,43.5,-4,-3.6,0.4,0,nan,nan,
AAQFC00264,-3.5,6.5,0.0102948,0.004462,61,-0.09,music,42.1,-4,-3.6,0.4,0,nan,nan,
AAQFC00264,-3,7,0.0099464,0.006731,60,-0.2,music,40.7,-4,-3.6,0.4,0,nan,nan,
AAQFC00264,-2.5,7.5,0.0096696,0.007485,58,-0.29,music,35.3,-4,-3.6,0.4,0,nan,nan,
AAQFC00264,-2,8,0.0098333,0.007622,55,-0.18,music,34.9,-4,-3.6,0.4,0,nan,nan,
AAQFC00264,-1.5,8.5,0.0099977,0.008899,54,-0.17,music,33.5,-4,-3.6,0.4,0,nan,nan,
AAQFC00264,-1,9,0.0065762,0.009282,52,-0.19,music,33.1,-4,-3.6,0.4,0,nan,nan,
AAQFC00264,-0.5,9.5,0.024829,0.033311,50,-0.2,music,32.7,-4,-3.6,0.4,0,nan,nan,
AAQFC00264,0,10,0.010503,0.01923,48,-0.43,music,31.3,-4,-3.6,0.4,0,nan,nan,
AAQFC00264,0.5,10.5,0.003973,0.035572,50,-0.61,music,30.9,-4,-3.6,0.4,0,nan,nan,
AAQFC00264,1,11,0.010563,0.004595,49,-0.16,music,30.9,-4,-3.6,0.4,0,nan,nan,
AAQFC00264,1.5,11.5,0.008145,0.029137,46,-0.28,music,29.92,-4,-3.6,0.4,0,nan,nan,
AAQFC00264,2,12,0.006781,0.029141,45,-0.25,music,29.41,-4,-3.6,0.4,0,nan,nan,
AAQFC00264,2.5,12.5,0.004143,0.031424,28,-0.16,music,28.99,-4,-3.6,0.4,0,nan,nan,
AAQFC00264,3,13,0.015294,0.021463,26,0.01,music,28.88,-4,-3.6,0.4,0,nan,nan,
AAQFC00264,3.5,13.5,0.033244,0.071553,26,0.07,music,29.86,-4,-3.6,0.4,0,nan,nan,
AAQFC00264,4,14,0.065195,0.144047,62,-0.03,music,30.04,-4,-3.6,0.4,0,nan,nan,
AAQFC00264,4.5,14.5,0.065049,0.175345,27,0.11,music,30.25,-4,-3.6,0.4,0,nan,nan,
AAQFC00264,5,15,0.065793,0.151487,27,0.09,music,31.24,-4,-3.6,0.4,0,nan,nan,
AAQFC00264,5.5,15.5,0.064539,0.144098,29,0.01,music,31.32,-4,-3.6,0.4,0,nan,nan,
AAQFC00264,6,16,0.066195,0.140399,29,0.03,music,31.41,-4,-3.6,0.4,0,nan,nan,
AAQFC00264,6.5,16.5,0.063832,0.116086,29,0.03,music,33.04,-4,-3.6,0.4,0,nan,nan,
AAQFC00264,7,17,0.066467,0.133349,29,0.05,music,33.31,-4,-3.6,0.4,0,nan,nan,
AAQFC00264,7.5,17.5,0.069021,0.132677,30,0.08,music,33.57,-4,-3.6,0.4,0,nan,nan,
AAQFC00264,8,18,0.067182,0.112943,30,0.1,music,34.93,-4,-3.6,0.4,0,nan,nan,
AAQFC00264,8.5,18.5,0.06825,0.135511,30,0.07,music,35.16,-4,-3.6,0.4,0,nan,nan,
AAQFC00264,9,19,0.067822,0.139741,30,0.03,music,35.58,-4,-3.6,0.4,0,nan,nan,
AAQFC00264,9.5,19.5,0.065858,0.137955,0,0.02,music,38.34,-4,-3.6,0.4,0,nan,nan,
AAQFD49882,-8,0,0.010062,0.009678,42,0,radio,38.56,-2,-0.5,1.5,0,nan,nan,
AAQFD49882,-7.5,0.5,0.009392,0.009488,42,0.03,radio,38.62,-2,-0.5,1.5,0,nan,nan,
AAQFD49882,-7,1,0.008821,0.006769,42,0.03,radio,38.58,-2,-0.5,1.5,0,nan,nan,
AAQFD49882,-6.5,1.5,0.009755,0.009395,42,0.01,radio,38.7,-2,-0.5,1.5,0,nan,nan,
AAQFD49882,-6,2,0.010447,0.011686,43,-0.01,radio,38.7,-2,-0.5,1.5,0,nan,nan,
AAQFD49882,-5.5,2.5,0.009872,0.053959,42,0.01,radio,37.04,-2,-0.5,1.5,0,nan,nan,
AAQFD49882,-5,3,0.010257,0.043458,42,0.02,radio,37.01,-2,-0.5,1.5,0,nan,nan,
AAQFD49882,-4.5,3.5,0.009803,0.012576,42,0.04,radio,36.76,-2,-0.5,1.5,0,nan,nan,
AAQFD49882,-4,4,0.010589,0.00537,43,0.01,radio,35.18,-2,-0.5,1.5,0,nan,nan,
AAQFD49882,-3.5,4.5,0.007096,0.007493,43,-0.04,radio,35.34,-2,-0.5,1.5,0,nan,nan,
AAQFD49882,-3,5,0.002965,0.007732,42,-0.03,radio,35.33,-2,-0.5,1.5,0,nan,nan,
AAQFD49882,-2.5,5.5,0.002638,0.012494,42,-0.04,radio,35.45,-2,-0.5,1.5,0,nan,nan,
AAQFD49882,-2,6,0.005479,0.023336,42,-0.03,radio,35.08,-2,-0.5,1.5,0,nan,nan,
AAQFD49882,-1.5,6.5,0.006379,0.020331,42,-0.02,radio,34.82,-2,-0.5,1.5,0,nan,nan,
AAQFD49882,-1,7,0.006447,0.010285,42,-0.02,radio,34.01,-2,-0.5,1.5,0,nan,nan,
AAQFD49882,-0.5,7.5,0.00315,0.002981,42,-0.07,radio,29.74,-2,-0.5,1.5,0,nan,nan,
AAQFD49882,0,8,0.000108,0.001917,41,-0.5,radio,29.34,-2,-0.5,1.5,0,nan,nan,
AAQFD49882,0.5,8.5,0.001962,0.011478,36,-0.36,radio,29.05,-2,-0.5,1.5,0,nan,nan,
AAQFD49882,1,9,0.000718,0.013589,33,-0.39,radio,28.88,-2,-0.5,1.5,0,nan,nan,
AAQFD49882,1.5,9.5,0.001749,0.009591,27,-0.32,radio,25.06,-2,-0.5,1.5,0,nan,nan,
AAQFD49882,2,10,0.002993,0.006775,23,-0.24,radio,20.32,-2,-0.5,1.5,0,nan,nan,
AAQFD49882,2.5,10.5,0.004628,0.009142,20,-0.14,radio,20.37,-2,-0.5,1.5,0,nan,nan,
AAQFD49882,3,11,0.006629,0.010844,19,-0.01,radio,20.38,-2,-0.5,1.5,0,nan,nan,
AAQFD49882,3.5,11.5,0.006919,0.014373,19,0.05,radio,20.11,-2,-0.5,1.5,0,nan,nan,
AAQFE20210,-10,0,0.04314,0.027896,56,0,music,33.84,-3,-1.4,1.6,0,nan,nan,
AAQFE20210,-9.5,0.5,0.05778,0.027461,56,0.02,music,33.86,-3,-1.4,1.6,0,nan,nan,
AAQFE20210,-9,1,0.04915,0.02951,56,0.05,music,33.74,-3,-1.4,1.6,0,nan,nan,
AAQFE20210,-8.5,1.5,0.03461,0.026888,56,0.05,music,34.44,-3,-1.4,1.6,0,nan,nan,
AAQFE20210,-8,2,0.039262,0.023047,56,0.05,music,34.28,-3,-1.4,1.6,0,nan,nan,
AAQFE20210,-7.5,2.5,0.039841,0.026409,57,0.08,music,34.21,-3,-1.4,1.6,0,nan,nan,
AAQFE20210,-7,3,0.040714,0.021868,56,0.1,music,34.27,-3,-1.4,1.6,0,nan,nan,
AAQFE20210,-6.5,3.5,0.042306,0.025511,56,0.08,music,34.42,-3,-1.4,1.6,0,nan,nan,
AAQFE20210,-6,4,0.041186,0.026078,57,0.08,music,34.38,-3,-1.4,1.6,0,nan,nan,
AAQFE20210,-5.5,4.5,0.041301,0.027564,57,0.08,music,33.8,-3,-1.4,1.6,0,nan,nan,
AAQFE20210,-5,5,0.06465,0.027379,57,0.07,music,33.53,-3,-1.4,1.6,0,nan,nan,
AAQFE20210,-4.5,5.5,0.040806,0.020124,57,0.08,music,33.41,-3,-1.4,1.6,0,nan,nan,
AAQFE20210,-4,6,0.050381,0.021927,57,0.08,music,29.74,-3,-1.4,1.6,0,nan,nan,
AAQFE20210,-3.5,6.5,0.047208,0.02978,57,0.02,music,29.74,-3,-1.4,1.6,0,nan,nan,
AAQFE20210,-3,7,0.036617,0.027237,57,-0.04,music,29.48,-3,-1.4,1.6,0,nan,nan,
AAQFE20210,-2.5,7.5,0.043091,0.025577,56,-0.13,music,28.05,-3,-1.4,1.6,0,nan,nan,
AAQFE20210,-2,8,0.008647,0.026986,54,-0.13,music,28.05,-3,-1.4,1.6,0,nan,nan,
AAQFE20210,-1.5,8.5,0.03595,0.020044,53,-0.05,music,25.14,-3,-1.4,1.6,0,nan,nan,
AAQFE20210,-1,9,0.037345,0.067514,52,-0.04,music,24.94,-3,-1.4,1.6,0,nan,nan,
AAQFE20210,-0.5,9.5,0.016839,0.066379,51,-0.04,music,24.83,-3,-1.4,1.6,0,nan,nan,
AAQFE20210,0,10,0.006378,0.023953,51,-0.1,music,24.23,-3,-1.4,1.6,0,nan,nan,
AAQFE20210,0.5,10.5,0.003912,0.002222,49,-0.46,music,23.96,-3,-1.4,1.6,0,nan,nan,
AAQFE20210,1,11,0.001221,0.001004,43,-0.62,music,22.97,-3,-1.4,1.6,0,nan,nan,
AAQFE20210,1.5,11.5,0.005409,0.003999,36,-0.44,music,21.84,-3,-1.4,1.6,0,nan,nan,
AAQFE20210,2,12,0.005866,0.007224,32,-0.34,music,18.12,-3,-1.4,1.6,0,nan,nan,
AAQFE20210,2.5,12.5,0.007551,0.018071,27,-0.33,music,17.81,-3,-1.4,1.6,0,nan,nan,
AAQFE20210,3,13,0.010304,0.03001,23,-0.23,music,18.4,-3,-1.4,1.6,0,nan,nan,
AAQFE20210,3.5,13.5,0.016349,0.041501,21,-0.04,music,18.29,-3,-1.4,1.6,0,nan,nan,
AAQFE20210,4,14,0.007933,0.020742,20,-0.02,music,18.32,-3,-1.4,1.6,0,nan,nan,
AAQFE20210,4.5,14.5,0.009283,0.022796,20,0.02,music,18.46,-3,-1.4,1.6,0,nan,nan,
AAQFE20210,5,15,0.009264,0.02182,20,0.18,music,19.08,-3,-1.4,1.6,0,nan,nan,
AAQFE20210,5.5,15.5,0.007612,0.019101,22,0.17,music,19.29,-3,-1.4,1.6,0,nan,nan,
AAQFE20210,6,16,0.007815,0.024817,22,0.16,music,19.3,-3,-1.4,1.6,0,nan,nan,
AAQFE20210,6.5,16.5,0.009488,0.026366,25,0.07,music,20.53,-3,-1.4,1.6,0,nan,nan,
AAQFE20210,7,17,0.011503,0.023629,25,0.07,music,20.58,-3,-1.4,1.6,0,nan,nan,
AAQFE20210,7.5,17.5,0.010897,0.022271,25,0.08,music,20.52,-3,-1.4,1.6,0,nan,nan,
AAQFE20210,8,18,0.012761,0.025911,25,0.08,music,19.65,-3,-1.4,1.6,0,nan,nan,
AAQFE20210,8.5,18.5,0.012296,0.026957,25,0.13,music,19.65,-3,-1.4,1.6,0,nan,nan,
AAQFE20210,9,19,0.011008,0.026034,26,0.13,music,19.73,-3,-1.4,1.6,0,nan,nan,
AAQFE20210,9.5,19.5,0.010874,0.027928,26,0.12,music,20.79,-3,-1.4,1.6,0,nan,nan,
AAQFE84430,-8,0,0.006929,0.008956,42,0,radio,44.05,-1.5,0.3,1.8,0,nan,nan,
AAQFE84430,-7.5,0.5,0.005688,0.010884,42,0.05,radio,43.73,-1.5,0.3,1.8,0,nan,nan,
AAQFE84430,-7,1,0.005233,0.049506,43,0.04,radio,43.82,-1.5,0.3,1.8,0,nan,nan,
AAQFE84430,-6.5,1.5,0.005657,0.057785,43,0.05,radio,43.72,-1.5,0.3,1.8,0,nan,nan,
AAQFE84430,-6,2,0.004661,0.024064,44,0.05,radio,43.45,-1.5,0.3,1.8,0,nan,nan,
AAQFE84430,-5.5,2.5,0.005239,0.011123,44,0.06,radio,42.98,-1.5,0.3,1.8,0,nan,nan,
AAQFE84430,-5,3,0.003539,0.011354,44,0.05,radio,44.38,-1.5,0.3,1.8,0,nan,nan,
AAQFE84430,-4.5,3.5,0.006168,0.011892,45,0.06,radio,44.49,-1.5,0.3,1.8,0,nan,nan,
AAQFE84430,-4,4,0.007163,0.015314,45,0.06,radio,44.19,-1.5,0.3,1.8,0,nan,nan,
AAQFE84430,-3.5,4.5,0.005681,0.069687,46,0.05,radio,44.22,-1.5,0.3,1.8,0,nan,nan,
AAQFE84430,-3,5,0.005891,0.043898,46,0.03,radio,44.49,-1.5,0.3,1.8,0,nan,nan,
AAQFE84430,-2.5,5.5,0.00454,0.015739,47,0.04,radio,44.26,-1.5,0.3,1.8,0,nan,nan,
AAQFE84430,-2,6,0.004769,0.013644,47,-0.01,radio,44.94,-1.5,0.3,1.8,0,nan,nan,
AAQFE84430,-1.5,6.5,0.007214,0.013549,47,-0.05,radio,44.65,-1.5,0.3,1.8,0,nan,nan,
AAQFE84430,-1,7,0.00649,0.010199,47,-0.02,radio,44.31,-1.5,0.3,1.8,0,nan,nan,
AAQFE84430,-0.5,7.5,0.006315,0.017827,46,-0.04,radio,45.05,-1.5,0.3,1.8,0,nan,nan,
AAQFE84430,0,8,0.00454,0.016591,46,-0.03,radio,42.78,-1.5,0.3,1.8,0,nan,nan,
AAQFE84430,0.5,8.5,0.002152,0.007433,46,-0.54,radio,37.48,-1.5,0.3,1.8,0,nan,nan,
AAQFE84430,1,9,0.001878,0.003141,42,-0.34,radio,36.39,-1.5,0.3,1.8,0,nan,nan,
